Order ID,Customer ID,Category,Sales,Quantity,Discount,Profit,Region,Order Date,Ship Mode,Sub-Category
ORD-0265,CUST-8022,Office Supplies,417.08,9,0.37,-161.95,South,2023-06-14,Second Class,Art
ORD-0266,CUST-6600,Office Supplies,138.78,8,0.05,-63.04,South,2022-07-07,Same Day,Binders
ORD-0267,CUST-8996,Office Supplies,32.2,3,0.24,-100.06,Central,2023-02-06,Same Day,Art
ORD-0268,CUST-8683,Technology,366.82,6,0.5,-84.07,East,2022-09-14,Same Day,Phones
ORD-0269,CUST-5642,Technology,785.9,3,0.39,198.97,South,2023-10-16,First Class,Copiers
ORD-0270,CUST-8679,Office Supplies,570.52,4,0.11,81.56,East,2022-05-16,Second Class,Paper
ORD-0271,CUST-9208,Technology,319.65,1,0.25,-197.11,West,2023-08-14,Same Day,Accessories
ORD-0272,CUST-8339,Furniture,657.8,5,0.12,14.66,Central,2023-03-20,Same Day,Tables
ORD-0273,CUST-3205,Furniture,239.7,1,0.2,3.94,East,2023-02-22,Second Class,Chairs
ORD-0274,CUST-2069,Office Supplies,24.24,1,0.39,-143.03,East,2022-10-19,Standard Class,Art
ORD-0275,CUST-4444,Furniture,766.71,7,0.39,138.07,South,2023-07-28,First Class,Bookcases
ORD-0276,CUST-2060,Office Supplies,627.51,6,0.11,151.05,East,2022-05-09,Standard Class,Labels
ORD-0277,CUST-3327,Office Supplies,764.68,2,0.46,160.45,East,2022-12-07,Same Day,Paper
ORD-0278,CUST-4420,Furniture,48.55,2,0.3,164.24,West,2022-09-14,First Class,Furnishings
ORD-0279,CUST-1301,Technology,838.75,7,0.19,-199.97,Central,2023-12-25,Standard Class,Accessories
ORD-0280,CUST-1606,Furniture,623.33,1,0.25,276.96,South,2023-07-20,Second Class,Furnishings
ORD-0281,CUST-4170,Furniture,567.76,2,0.3,207.1,South,2023-11-18,Same Day,Tables
ORD-0282,CUST-1699,Office Supplies,628.37,8,0.28,251.99,East,2022-04-10,First Class,Art
ORD-0283,CUST-6088,Office Supplies,865.79,6,0.24,-192.18,West,2022-02-08,First Class,Paper
ORD-0284,CUST-1190,Office Supplies,591.07,2,0.25,266.93,East,2022-09-20,First Class,Binders
ORD-0285,CUST-1980,Office Supplies,585.14,7,0.09,204.89,East,2022-05-30,First Class,Paper
ORD-0286,CUST-3975,Technology,990.77,4,0.41,218.61,South,2023-09-25,Same Day,Accessories
ORD-0287,CUST-7102,Technology,759.16,2,0.27,-153.36,East,2023-11-21,Same Day,Copiers
ORD-0288,CUST-2184,Technology,447.87,6,0.07,169.39,East,2022-11-26,Second Class,Phones
ORD-0289,CUST-4327,Office Supplies,710.32,9,0.38,279.96,West,2022-04-30,Second Class,Art
ORD-0290,CUST-4394,Office Supplies,395.34,9,0.47,139.27,South,2023-08-07,Second Class,Labels
ORD-0291,CUST-9319,Office Supplies,236.59,8,0.47,85.28,Central,2022-08-07,Standard Class,Labels
ORD-0292,CUST-2816,Technology,600.88,3,0.18,272.81,West,2022-05-03,Second Class,Phones
ORD-0293,CUST-6854,Office Supplies,928.9,3,0.07,21.47,West,2022-09-01,Same Day,Labels
ORD-0294,CUST-7709,Furniture,929.85,2,0.26,99.65,West,2023-08-10,Standard Class,Chairs
ORD-0295,CUST-1569,Furniture,348.49,5,0.06,38.17,South,2023-06-02,Same Day,Tables
ORD-0296,CUST-6442,Office Supplies,532.4,4,0.47,266.42,East,2022-01-21,Standard Class,Labels
ORD-0297,CUST-2895,Furniture,219.52,7,0.09,-161.96,Central,2022-07-09,Second Class,Tables
ORD-0298,CUST-3733,Furniture,995.67,4,0.13,50.56,South,2022-08-13,Second Class,Bookcases
ORD-0299,CUST-4863,Technology,981.31,9,0.2,143.48,East,2023-09-07,Second Class,Machines
ORD-0300,CUST-8455,Office Supplies,653.01,2,0.19,195.95,West,2023-04-11,Standard Class,Art
ORD-0301,CUST-5014,Office Supplies,806.37,6,0.4,91.51,South,2022-04-09,Same Day,Art
ORD-0302,CUST-2686,Technology,717.95,7,0.23,254.46,East,2022-12-29,First Class,Phones
ORD-0303,CUST-4009,Furniture,597.23,4,0.09,271.0,Central,2022-03-24,Same Day,Bookcases
ORD-0304,CUST-8806,Furniture,62.81,6,0.13,-167.84,Central,2023-11-24,Second Class,Chairs
ORD-0305,CUST-1154,Office Supplies,460.22,7,0.25,1.19,East,2023-10-26,Standard Class,Binders
ORD-0306,CUST-2409,Furniture,678.04,4,0.07,-188.27,South,2022-02-25,Standard Class,Chairs
ORD-0307,CUST-1784,Technology,680.76,8,0.31,-35.29,West,2023-12-03,Second Class,Phones
ORD-0308,CUST-9096,Technology,379.39,9,0.28,68.43,East,2022-01-22,Standard Class,Phones
ORD-0309,CUST-8560,Office Supplies,942.28,1,0.36,255.4,West,2023-08-03,Second Class,Paper
ORD-0310,CUST-8343,Technology,175.68,7,0.47,223.28,Central,2022-07-04,Same Day,Phones
ORD-0311,CUST-8206,Technology,505.36,9,0.46,-136.25,East,2023-06-06,Standard Class,Machines
ORD-0312,CUST-6596,Office Supplies,693.98,5,0.47,-153.48,Central,2023-08-01,First Class,Binders
ORD-0313,CUST-6801,Technology,700.16,2,0.12,94.63,West,2022-09-21,Standard Class,Accessories
ORD-0314,CUST-3806,Technology,652.15,6,0.07,66.06,West,2022-08-13,Second Class,Machines
ORD-0315,CUST-1537,Technology,282.54,7,0.15,-66.81,East,2023-09-27,First Class,Machines
ORD-0316,CUST-6986,Furniture,164.64,2,0.45,249.73,East,2022-02-07,Second Class,Tables
ORD-0317,CUST-2841,Office Supplies,639.58,2,0.49,263.68,East,2022-05-03,Standard Class,Labels
ORD-0318,CUST-9716,Office Supplies,603.31,1,0.43,1.31,Central,2022-06-05,First Class,Paper
ORD-0319,CUST-7971,Office Supplies,187.56,4,0.06,245.15,West,2022-10-28,First Class,Art
ORD-0320,CUST-6625,Furniture,708.09,7,0.47,-8.03,West,2022-03-08,Standard Class,Bookcases
ORD-0321,CUST-3950,Furniture,460.62,9,0.21,168.41,Central,2023-10-07,First Class,Chairs
ORD-0322,CUST-8992,Office Supplies,671.08,3,0.0,37.97,East,2023-01-29,Same Day,Binders
ORD-0323,CUST-5780,Furniture,838.99,7,0.22,-138.71,South,2023-10-14,First Class,Chairs
ORD-0324,CUST-3368,Office Supplies,178.03,7,0.02,263.97,East,2023-08-17,First Class,Binders
ORD-0325,CUST-7655,Furniture,28.95,7,0.27,27.05,South,2023-07-24,Same Day,Tables
ORD-0326,CUST-9173,Technology,781.31,2,0.17,167.24,South,2023-10-23,Second Class,Copiers
ORD-0327,CUST-5495,Technology,613.6,6,0.24,-16.41,Central,2023-02-09,Second Class,Accessories
ORD-0328,CUST-7002,Office Supplies,702.64,2,0.31,-190.56,West,2023-03-25,Same Day,Labels
ORD-0329,CUST-7614,Furniture,839.77,6,0.43,-149.73,West,2022-05-11,First Class,Furnishings
ORD-0330,CUST-6919,Furniture,804.78,3,0.33,48.11,West,2022-03-10,Standard Class,Furnishings
ORD-0331,CUST-1853,Technology,961.31,2,0.22,144.98,West,2022-12-11,Same Day,Machines
ORD-0332,CUST-5146,Technology,540.58,6,0.41,-32.63,Central,2022-11-16,Standard Class,Machines
ORD-0333,CUST-4769,Furniture,493.61,2,0.45,147.74,South,2022-06-26,Second Class,Bookcases
ORD-0334,CUST-1574,Furniture,407.87,5,0.06,149.32,West,2023-08-07,Same Day,Tables
ORD-0335,CUST-2148,Furniture,162.15,2,0.27,151.97,South,2023-06-13,Standard Class,Furnishings
ORD-0336,CUST-7293,Furniture,576.88,3,0.14,46.26,Central,2022-06-09,First Class,Chairs
ORD-0337,CUST-7457,Furniture,284.24,3,0.02,257.44,East,2023-08-05,Same Day,Bookcases
ORD-0338,CUST-8509,Furniture,922.09,6,0.33,44.6,Central,2023-09-17,Standard Class,Chairs
ORD-0339,CUST-5777,Office Supplies,587.36,6,0.43,25.13,West,2023-06-17,Same Day,Art
ORD-0340,CUST-4854,Furniture,596.91,3,0.08,-100.31,East,2022-05-15,Same Day,Bookcases
ORD-0341,CUST-3491,Technology,361.38,3,0.41,-46.17,Central,2022-04-21,Second Class,Phones
ORD-0342,CUST-4124,Office Supplies,61.47,1,0.43,-178.83,Central,2022-10-10,Second Class,Binders
ORD-0343,CUST-6691,Furniture,41.43,7,0.46,116.77,South,2023-06-04,First Class,Furnishings
ORD-0344,CUST-4051,Technology,429.1,8,0.13,-75.73,Central,2023-12-20,Second Class,Phones
ORD-0345,CUST-1004,Office Supplies,93.72,2,0.45,-47.92,East,2022-07-13,Second Class,Paper
ORD-0346,CUST-6222,Technology,610.78,4,0.16,185.41,Central,2022-02-16,Second Class,Copiers
ORD-0347,CUST-6315,Furniture,882.16,7,0.28,-36.39,West,2022-12-08,Standard Class,Bookcases
ORD-0348,CUST-5869,Furniture,884.09,8,0.03,-78.9,South,2022-08-30,Same Day,Furnishings
ORD-0349,CUST-1876,Furniture,662.45,1,0.02,-115.47,East,2023-06-06,Second Class,Bookcases
ORD-0350,CUST-8027,Furniture,219.12,4,0.36,187.43,East,2023-01-05,Standard Class,Chairs
ORD-0351,CUST-5142,Office Supplies,864.37,6,0.22,-135.15,Central,2022-05-11,Same Day,Art
ORD-0352,CUST-7966,Office Supplies,887.23,3,0.13,26.88,West,2022-09-27,Second Class,Art
ORD-0353,CUST-8079,Technology,204.69,5,0.1,53.47,South,2022-03-02,Second Class,Phones
ORD-0354,CUST-8987,Furniture,740.05,9,0.33,143.69,East,2022-06-13,Same Day,Chairs
ORD-0355,CUST-7799,Technology,293.65,3,0.0,116.64,South,2023-06-09,Standard Class,Copiers
ORD-0356,CUST-5465,Office Supplies,804.61,5,0.4,205.36,Central,2022-09-29,Standard Class,Paper
ORD-0357,CUST-1635,Furniture,997.27,8,0.04,-177.62,West,2023-12-21,First Class,Chairs
ORD-0358,CUST-2693,Furniture,39.73,6,0.1,-51.78,Central,2022-05-13,Same Day,Tables
ORD-0359,CUST-5752,Office Supplies,898.39,4,0.19,-59.93,South,2022-09-01,First Class,Paper
ORD-0360,CUST-9311,Office Supplies,626.4,8,0.24,-126.99,Central,2023-03-10,Standard Class,Labels
ORD-0361,CUST-1830,Office Supplies,973.65,3,0.18,-55.41,South,2022-02-07,Second Class,Paper
ORD-0362,CUST-6177,Office Supplies,470.36,3,0.16,-45.12,East,2023-07-22,First Class,Labels
ORD-0363,CUST-9932,Office Supplies,848.91,4,0.48,60.94,East,2022-11-15,Standard Class,Paper
ORD-0364,CUST-9308,Furniture,71.77,9,0.32,131.85,Central,2023-05-25,Standard Class,Furnishings
ORD-0365,CUST-6949,Office Supplies,341.93,5,0.01,-9.45,East,2023-01-11,Second Class,Binders
ORD-0366,CUST-3838,Furniture,76.35,8,0.22,159.74,South,2023-07-14,Same Day,Bookcases
ORD-0367,CUST-2150,Furniture,975.59,6,0.44,-31.92,East,2023-09-09,Standard Class,Bookcases
ORD-0368,CUST-8560,Office Supplies,818.8,3,0.15,-54.86,West,2023-04-19,First Class,Labels
ORD-0369,CUST-2931,Office Supplies,854.02,8,0.05,70.59,West,2022-02-28,Second Class,Binders
ORD-0370,CUST-2664,Furniture,938.59,9,0.38,-188.14,Central,2023-08-12,Same Day,Furnishings
ORD-0371,CUST-2081,Office Supplies,94.25,8,0.3,-160.11,Central,2023-05-14,Same Day,Labels
ORD-0372,CUST-1512,Office Supplies,391.74,4,0.29,8.98,Central,2022-08-06,Same Day,Binders
ORD-0373,CUST-8805,Office Supplies,80.32,6,0.03,271.46,Central,2023-07-21,Standard Class,Paper
ORD-0374,CUST-6237,Technology,218.69,1,0.07,160.76,South,2023-07-21,Same Day,Accessories
ORD-0375,CUST-1559,Furniture,237.07,4,0.31,-155.94,South,2022-05-09,Standard Class,Chairs
ORD-0376,CUST-4672,Technology,474.42,8,0.1,223.16,West,2023-01-18,Second Class,Machines
ORD-0377,CUST-8404,Office Supplies,275.88,1,0.25,166.15,South,2023-01-23,Second Class,Art
ORD-0378,CUST-4343,Technology,109.97,3,0.27,105.47,East,2022-03-26,Same Day,Machines
ORD-0379,CUST-5070,Office Supplies,175.82,1,0.14,210.15,West,2023-05-25,Second Class,Paper
ORD-0380,CUST-1580,Technology,155.8,9,0.47,2.05,Central,2023-12-27,First Class,Phones
ORD-0381,CUST-8004,Office Supplies,973.35,2,0.42,-89.25,Central,2023-09-19,First Class,Binders
ORD-0382,CUST-9130,Technology,761.7,9,0.36,56.01,South,2023-03-13,Standard Class,Phones
ORD-0383,CUST-4147,Technology,968.08,4,0.04,74.42,West,2022-10-20,Same Day,Accessories
ORD-0384,CUST-5249,Technology,445.34,2,0.05,69.16,South,2022-02-18,Standard Class,Machines
ORD-0385,CUST-2679,Furniture,285.58,4,0.25,82.54,South,2022-03-08,Second Class,Chairs
ORD-0386,CUST-4506,Technology,800.31,6,0.08,274.35,South,2022-05-09,Same Day,Copiers
ORD-0387,CUST-8253,Furniture,332.99,7,0.49,251.12,West,2022-01-29,Standard Class,Chairs
ORD-0388,CUST-3744,Office Supplies,306.39,3,0.08,237.86,Central,2022-12-09,Same Day,Labels
ORD-0389,CUST-6188,Technology,240.18,3,0.24,200.71,East,2023-06-29,Same Day,Accessories
ORD-0390,CUST-3141,Office Supplies,138.38,8,0.18,271.71,Central,2022-04-29,Standard Class,Art
ORD-0391,CUST-7617,Office Supplies,263.9,5,0.32,-150.75,West,2023-11-23,Same Day,Art
ORD-0392,CUST-3479,Technology,361.77,4,0.06,-67.44,Central,2023-10-25,Second Class,Phones
ORD-0393,CUST-7484,Furniture,677.25,7,0.22,47.53,Central,2022-05-13,First Class,Furnishings
ORD-0394,CUST-8421,Technology,71.94,7,0.14,223.27,East,2022-11-23,First Class,Phones
ORD-0395,CUST-5452,Office Supplies,218.4,9,0.44,52.58,Central,2022-07-04,Same Day,Art
ORD-0396,CUST-6881,Office Supplies,810.93,9,0.02,174.02,Central,2023-05-21,First Class,Binders
ORD-0397,CUST-7665,Technology,155.45,5,0.46,-130.52,Central,2023-10-08,Same Day,Machines
ORD-0398,CUST-3849,Furniture,349.22,8,0.42,-73.79,South,2023-11-20,Standard Class,Tables
ORD-0399,CUST-8390,Furniture,866.01,1,0.15,165.89,West,2023-06-18,Second Class,Bookcases
ORD-0400,CUST-7905,Office Supplies,163.38,9,0.39,-117.63,West,2022-08-29,First Class,Labels
ORD-0401,CUST-3489,Office Supplies,91.91,8,0.02,-24.32,East,2023-08-12,Standard Class,Binders
ORD-0402,CUST-5611,Furniture,489.69,6,0.48,-67.57,South,2023-12-17,Second Class,Bookcases
ORD-0403,CUST-3839,Technology,309.4,3,0.26,-25.07,South,2023-05-31,First Class,Phones
ORD-0404,CUST-9527,Office Supplies,567.77,3,0.15,154.16,Central,2022-06-14,First Class,Binders
ORD-0405,CUST-6878,Furniture,805.77,8,0.18,-16.08,West,2023-10-02,Second Class,Tables
ORD-0406,CUST-7303,Office Supplies,145.78,5,0.03,77.63,East,2023-07-11,Standard Class,Binders
ORD-0407,CUST-1851,Technology,584.89,7,0.49,-150.03,South,2022-08-06,Standard Class,Phones
ORD-0408,CUST-2687,Furniture,510.45,5,0.02,202.51,Central,2023-10-10,First Class,Furnishings
ORD-0409,CUST-7833,Office Supplies,152.64,8,0.33,-15.06,East,2023-11-11,Second Class,Binders
ORD-0410,CUST-3427,Technology,627.76,4,0.22,124.27,South,2023-08-28,Standard Class,Accessories
ORD-0411,CUST-5000,Office Supplies,280.9,2,0.47,162.69,East,2022-01-05,Second Class,Binders
ORD-0412,CUST-6052,Technology,492.96,3,0.12,-95.17,South,2023-10-30,Second Class,Phones
ORD-0413,CUST-3738,Technology,91.45,8,0.27,242.34,East,2022-03-22,First Class,Phones
ORD-0414,CUST-6732,Furniture,464.99,7,0.24,108.11,South,2022-09-04,Second Class,Bookcases
ORD-0415,CUST-6387,Technology,313.4,2,0.35,14.36,South,2023-05-08,Second Class,Accessories
ORD-0416,CUST-9002,Office Supplies,824.16,6,0.03,-108.83,East,2023-10-11,Same Day,Art
ORD-0417,CUST-6536,Technology,66.41,9,0.1,271.15,South,2023-01-21,Second Class,Accessories
ORD-0418,CUST-4913,Technology,424.42,4,0.11,177.53,South,2023-07-29,Standard Class,Accessories
ORD-0419,CUST-2066,Furniture,463.85,9,0.37,-95.99,South,2022-11-03,First Class,Furnishings
ORD-0420,CUST-8723,Technology,727.76,2,0.09,-31.14,East,2023-09-20,First Class,Copiers
ORD-0421,CUST-5380,Technology,578.54,2,0.29,204.84,East,2023-09-17,Second Class,Accessories
ORD-0422,CUST-5107,Office Supplies,670.54,9,0.11,147.84,South,2023-06-27,Second Class,Paper
ORD-0423,CUST-6726,Furniture,779.28,7,0.43,182.89,South,2022-01-07,Standard Class,Furnishings
ORD-0424,CUST-4373,Furniture,863.58,7,0.47,20.6,East,2023-05-30,Same Day,Bookcases
ORD-0425,CUST-9945,Furniture,320.74,1,0.26,158.24,Central,2023-07-22,First Class,Chairs
ORD-0426,CUST-3082,Technology,542.64,6,0.18,-6.75,South,2022-03-14,Same Day,Machines
ORD-0427,CUST-9967,Furniture,841.71,7,0.12,-94.37,Central,2022-01-10,Standard Class,Tables
ORD-0428,CUST-7748,Technology,989.56,6,0.02,116.34,East,2023-07-27,First Class,Copiers
ORD-0429,CUST-1417,Technology,890.62,6,0.13,288.01,South,2023-07-16,Standard Class,Accessories
ORD-0430,CUST-9306,Office Supplies,377.75,2,0.33,-44.7,Central,2022-05-02,Second Class,Labels
ORD-0431,CUST-9808,Office Supplies,203.21,6,0.27,30.48,East,2023-11-18,Standard Class,Labels
ORD-0432,CUST-4974,Office Supplies,494.5,4,0.47,137.0,Central,2023-05-28,Second Class,Art
ORD-0433,CUST-4267,Office Supplies,744.23,9,0.2,70.75,West,2023-03-17,Same Day,Labels
ORD-0434,CUST-1825,Office Supplies,497.64,1,0.35,221.71,East,2022-02-07,First Class,Labels
ORD-0435,CUST-8668,Technology,488.35,8,0.24,180.87,West,2023-12-03,First Class,Phones
ORD-0436,CUST-6745,Technology,839.85,5,0.26,-170.85,East,2023-08-14,Same Day,Accessories
ORD-0437,CUST-1412,Furniture,367.79,1,0.13,299.21,East,2022-12-11,Second Class,Chairs
ORD-0438,CUST-8543,Technology,861.2,4,0.23,176.2,South,2022-12-04,First Class,Phones
ORD-0439,CUST-8587,Technology,412.74,1,0.24,231.95,West,2023-12-03,Standard Class,Copiers
ORD-0440,CUST-1728,Office Supplies,334.95,6,0.35,125.6,West,2022-07-03,Second Class,Labels
ORD-0441,CUST-8164,Technology,459.45,2,0.47,228.14,West,2022-03-08,First Class,Accessories
ORD-0442,CUST-9867,Office Supplies,764.82,5,0.16,-143.81,East,2022-01-17,Standard Class,Paper
ORD-0443,CUST-6988,Furniture,134.74,7,0.02,-26.13,West,2023-01-18,Standard Class,Tables
ORD-0444,CUST-3504,Furniture,204.46,2,0.25,238.21,West,2023-01-03,First Class,Furnishings
ORD-0445,CUST-3967,Technology,951.93,6,0.27,-99.17,South,2022-11-12,Same Day,Accessories
ORD-0446,CUST-3786,Furniture,183.74,6,0.08,-160.88,Central,2023-05-12,Same Day,Tables
ORD-0447,CUST-2122,Technology,572.05,5,0.38,194.06,Central,2023-12-22,First Class,Machines
ORD-0448,CUST-5079,Furniture,583.52,5,0.49,217.74,West,2022-12-11,Standard Class,Bookcases
ORD-0449,CUST-2571,Office Supplies,494.73,3,0.47,-118.67,West,2023-07-07,Same Day,Paper
ORD-0450,CUST-6073,Office Supplies,648.3,2,0.1,227.17,West,2023-04-18,Same Day,Labels
ORD-0451,CUST-6104,Office Supplies,237.53,7,0.44,143.38,West,2022-04-25,Same Day,Binders
ORD-0452,CUST-3143,Office Supplies,557.14,1,0.35,60.04,Central,2022-04-10,Second Class,Labels
ORD-0453,CUST-7806,Technology,378.45,6,0.23,215.13,South,2023-03-14,Same Day,Phones
ORD-0454,CUST-8357,Furniture,665.05,6,0.27,9.62,East,2022-12-11,First Class,Furnishings
ORD-0455,CUST-4440,Technology,149.81,3,0.42,-103.0,West,2022-12-15,First Class,Accessories
ORD-0456,CUST-4766,Office Supplies,575.17,2,0.24,-57.57,West,2022-05-19,Second Class,Art
ORD-0457,CUST-6644,Technology,193.42,2,0.19,52.58,Central,2022-11-20,Second Class,Copiers
ORD-0458,CUST-3914,Furniture,285.86,9,0.25,65.67,West,2022-10-29,First Class,Tables
ORD-0459,CUST-5968,Technology,226.52,5,0.29,202.79,South,2022-10-21,Second Class,Phones
ORD-0460,CUST-6917,Furniture,191.01,7,0.09,195.68,South,2023-06-13,Same Day,Furnishings
ORD-0461,CUST-9787,Technology,827.45,5,0.45,90.68,West,2022-10-19,Standard Class,Accessories
ORD-0462,CUST-1728,Furniture,292.85,7,0.34,190.39,Central,2022-03-15,Standard Class,Furnishings
ORD-0463,CUST-2365,Furniture,927.85,4,0.32,-104.11,West,2023-04-29,Standard Class,Tables
ORD-0464,CUST-5492,Office Supplies,970.23,8,0.05,-174.97,West,2022-01-16,First Class,Paper
ORD-0465,CUST-1698,Furniture,575.55,7,0.3,236.82,Central,2023-06-10,Second Class,Furnishings
ORD-0466,CUST-8186,Office Supplies,151.57,5,0.06,-162.22,South,2022-12-02,Standard Class,Art
ORD-0467,CUST-1395,Office Supplies,380.8,6,0.04,-76.66,East,2023-05-31,Same Day,Art
ORD-0468,CUST-8400,Office Supplies,799.75,5,0.26,147.66,West,2022-05-07,Same Day,Binders
ORD-0469,CUST-9082,Technology,373.72,7,0.2,4.72,South,2023-06-02,Same Day,Machines
ORD-0470,CUST-5171,Technology,96.15,2,0.29,238.16,West,2022-05-09,Second Class,Phones
ORD-0471,CUST-5360,Technology,561.22,5,0.04,-51.01,East,2023-05-26,Standard Class,Accessories
ORD-0472,CUST-3502,Technology,846.67,3,0.22,-194.06,Central,2023-02-27,Same Day,Phones
ORD-0473,CUST-1717,Furniture,797.97,9,0.09,-49.67,South,2023-01-20,Second Class,Tables
ORD-0474,CUST-3782,Furniture,183.37,6,0.49,89.04,East,2022-08-20,Same Day,Furnishings
ORD-0475,CUST-5946,Technology,676.04,3,0.28,-12.03,West,2022-07-14,Standard Class,Machines
ORD-0476,CUST-6486,Furniture,228.3,7,0.34,67.44,East,2022-03-06,Standard Class,Furnishings
ORD-0477,CUST-9335,Furniture,226.03,4,0.16,238.3,South,2023-09-07,Standard Class,Furnishings
ORD-0478,CUST-5980,Office Supplies,875.33,3,0.05,256.24,Central,2022-10-04,Standard Class,Binders
ORD-0479,CUST-8266,Office Supplies,257.17,8,0.49,-67.01,West,2023-11-01,Standard Class,Paper
ORD-0480,CUST-5491,Office Supplies,270.61,4,0.14,31.07,Central,2022-08-12,Same Day,Art
ORD-0481,CUST-8192,Office Supplies,10.65,1,0.21,74.57,Central,2022-10-05,Standard Class,Labels
ORD-0482,CUST-6588,Furniture,871.96,6,0.32,274.56,East,2023-11-25,Same Day,Furnishings
ORD-0483,CUST-8651,Technology,794.67,1,0.01,299.31,East,2023-01-01,Standard Class,Accessories
ORD-0484,CUST-4636,Furniture,631.06,5,0.41,-82.3,South,2023-05-31,Same Day,Bookcases
ORD-0485,CUST-2167,Furniture,752.76,7,0.27,163.49,South,2022-08-03,Standard Class,Furnishings
ORD-0486,CUST-2062,Furniture,160.53,6,0.14,-10.98,Central,2023-03-15,Same Day,Bookcases
ORD-0487,CUST-3156,Office Supplies,463.74,2,0.03,-195.95,South,2023-03-04,Standard Class,Labels
ORD-0488,CUST-8860,Office Supplies,357.71,4,0.08,-195.37,Central,2023-12-30,Second Class,Binders
ORD-0489,CUST-6161,Office Supplies,102.84,2,0.45,30.28,West,2023-01-31,Same Day,Binders
ORD-0490,CUST-6305,Technology,491.27,1,0.34,44.17,Central,2022-07-28,Second Class,Copiers
ORD-0491,CUST-7541,Furniture,921.53,3,0.12,-188.72,South,2023-05-16,Same Day,Tables
ORD-0492,CUST-5729,Technology,49.66,3,0.03,143.46,South,2023-04-08,Same Day,Accessories
ORD-0493,CUST-8330,Office Supplies,298.55,7,0.35,-53.0,Central,2023-08-09,Same Day,Binders
ORD-0494,CUST-6334,Technology,215.47,1,0.29,79.95,East,2022-08-15,First Class,Accessories
ORD-0495,CUST-9924,Furniture,245.77,9,0.2,-49.54,Central,2023-01-10,Standard Class,Tables
ORD-0496,CUST-5330,Furniture,909.35,6,0.18,-116.43,Central,2023-05-15,Second Class,Tables
ORD-0497,CUST-9010,Office Supplies,473.39,4,0.11,3.59,East,2022-04-03,Second Class,Art
ORD-0498,CUST-7801,Office Supplies,471.64,3,0.33,-83.86,West,2023-04-05,Same Day,Art
ORD-0499,CUST-5846,Technology,762.97,3,0.49,67.4,East,2023-07-31,Second Class,Accessories
ORD-0500,CUST-7731,Office Supplies,162.95,2,0.09,-100.59,South,2022-11-17,Second Class,Binders
ORD-0501,CUST-8241,Office Supplies,492.39,2,0.3,54.2,East,2022-01-10,Second Class,Paper
ORD-0502,CUST-1953,Furniture,435.69,5,0.21,-121.31,South,2022-10-30,Second Class,Furnishings
ORD-0503,CUST-3539,Office Supplies,600.94,9,0.22,135.49,South,2022-11-18,First Class,Binders
ORD-0504,CUST-8056,Office Supplies,999.56,2,0.13,176.97,Central,2023-04-01,Same Day,Art
ORD-0505,CUST-2542,Furniture,771.75,2,0.41,-144.8,Central,2022-10-05,Second Class,Furnishings
ORD-0506,CUST-6293,Furniture,403.89,6,0.24,33.9,West,2023-08-21,First Class,Tables
ORD-0507,CUST-2191,Technology,829.28,2,0.27,-164.56,South,2023-06-22,First Class,Accessories
ORD-0508,CUST-7313,Office Supplies,179.0,4,0.15,99.09,Central,2023-12-31,Same Day,Binders
ORD-0509,CUST-7938,Furniture,40.16,6,0.09,-67.8,South,2023-01-28,Standard Class,Chairs
ORD-0510,CUST-3681,Technology,212.4,5,0.04,63.81,West,2022-04-05,Standard Class,Accessories
ORD-0511,CUST-2540,Technology,347.01,1,0.36,58.73,South,2022-04-17,Standard Class,Accessories
ORD-0512,CUST-7172,Office Supplies,515.47,6,0.1,262.18,West,2023-01-25,Second Class,Binders
ORD-0513,CUST-6541,Office Supplies,618.98,1,0.35,74.54,West,2023-06-10,Same Day,Labels
ORD-0514,CUST-2365,Technology,911.5,3,0.2,91.5,West,2023-11-04,Standard Class,Copiers
ORD-0515,CUST-9691,Furniture,514.76,5,0.21,0.83,Central,2022-03-12,Second Class,Chairs
ORD-0516,CUST-9702,Technology,506.26,5,0.23,274.54,East,2023-10-26,Same Day,Machines
ORD-0517,CUST-8494,Office Supplies,59.74,6,0.18,188.59,East,2023-08-10,Second Class,Paper
ORD-0518,CUST-5312,Furniture,44.56,8,0.05,-57.3,Central,2023-01-11,Standard Class,Bookcases
ORD-0519,CUST-2324,Furniture,555.65,5,0.15,222.1,South,2023-12-28,Standard Class,Furnishings
ORD-0520,CUST-4141,Technology,443.8,1,0.33,16.2,Central,2023-01-03,First Class,Copiers
ORD-0521,CUST-8419,Office Supplies,840.79,5,0.33,214.33,South,2022-02-20,First Class,Art
ORD-0522,CUST-4486,Technology,169.07,3,0.14,211.44,West,2022-05-23,Same Day,Copiers
ORD-0523,CUST-2810,Technology,34.72,4,0.23,-105.56,Central,2023-02-23,Second Class,Machines
ORD-0524,CUST-7588,Technology,454.55,8,0.1,150.57,East,2023-07-02,Second Class,Machines
ORD-0525,CUST-3923,Furniture,245.1,7,0.11,-54.68,South,2023-05-15,Standard Class,Tables
ORD-0526,CUST-6301,Furniture,59.12,5,0.01,-51.25,Central,2022-06-16,Standard Class,Bookcases
ORD-0527,CUST-5186,Office Supplies,727.35,2,0.45,-51.83,Central,2022-09-17,Same Day,Binders
ORD-0528,CUST-9905,Office Supplies,120.48,6,0.11,162.78,South,2022-07-11,First Class,Binders
ORD-0529,CUST-6977,Technology,612.24,6,0.11,-85.09,West,2022-07-21,Standard Class,Phones
